"from_iso3","to_iso3","q_initial","net_initial","trade_USD_t","adv","sdt_USD_t","dummy_q_initial","SPAM_code"
"AUS","R_CSA",0.0505064,-2.2026518,534.021078320022,0.132218253968571,254.254430755762,1,"COCOA"
"AUS","R_NEU",0,-4.5899433,271.344387812745,0.0902085016485714,166.120749831995,0,"COCOA"
"AUS","R_NMC",0.4623163,-0.758932,456.434602207035,0.1199157805064,258.073219763112,1,"COCOA"
"AUS","R_OEU",0.1018157,-33.1301969,589.125325161918,0.0439737460561111,86.2008650722711,1,"COCOA"
"AUS","R_SSA",0.0426267,-9.4803879,497.400788020852,0.216096153846154,357.467341291823,1,"COCOA"
"AUS","TUR",0,-0.1899073,271.344387812745,0.05519412343,101.641075984511,0,"COCOA"
"AUS","USA",0.1579215,-6.4525404,549.214070465374,0.0356516404,65.6532048283106,1,"COCOA"
"BRA","ARG",14.2697165,11.367422,52.8178782182515,0.110636957819419,178.698787986893,1,"COCOA"
"BRA","AUS",0,-0.0918092,551.578138281287,0.025,28.1127571437704,0,"COCOA"
"BRA","CAN",0.5803301,0.28922475,267.846615013992,0.24183333333,271.94407076699,1,"COCOA"
"BRA","CHN",0.0427516,-0.7398154,674.085085087166,0.099,111.326518289331,1,"COCOA"
"BRA","COL",1.4148361,1.3786333,113.378694778153,0.110636957819419,178.698787986893,1,"COCOA"
"BRA","DEU",0.0069951,-1.9613597,319.576308057708,0.04532077012,50.9636721580882,1,"COCOA"
"BRA","DNK",0.0017778,0.0017778,340.606387269424,0.04532077012,50.9636721580882,1,"COCOA"
"BRA","ETH",0.1023396,0.1023396,324.207107151785,0.275,309.240328581474,1,"COCOA"
"BRA","GBR",0.0659851,0.0147582,293.151316916141,0.04532077012,50.9636721580882,1,"COCOA"
"BRA","GRC",0.0058527,0.0058527,325.18654652297,0.04532077012,50.9636721580882,1,"COCOA"
"BRA","IDN",0,-18.5040644,551.578138281287,0.1225,137.752510004475,0,"COCOA"
"BRA","IND",0,-2.4761981,551.578138281287,0.3,337.353085725245,0,"COCOA"
"BRA","MEX",0.3219557,0.1578,236.283951460526,0.08995747906,101.158110483184,1,"COCOA"
"BRA","NOR",0.0029638,0.0029638,349.46552539939,0.03589765058,40.3672773114987,1,"COCOA"
"BRA","RUS",0.053534,0.053534,423.616765526692,0.04201725469,47.2488350779167,1,"COCOA"
"BRA","R_ASP",1.3519869,-0.3602137,576.282363038862,0.137686985679444,170.803047455995,1,"COCOA"
"BRA","R_CSA",21.3579633,7.8882814,116.092993246617,0.0837357142857143,133.923552481493,1,"COCOA"
"BRA","R_NEU",0.0090838,-2.1541723,330.026719233752,0.0895897170214286,100.744558288102,1,"COCOA"
"BRA","R_NMC",1.55434805,1.52212585,375.120944843922,0.1201454038964,157.703724666179,1,"COCOA"
"BRA","R_OEU",9.5286419,-5.07298035,299.316224280955,0.0455807273355556,53.5945932228145,1,"COCOA"
"BRA","R_SSA",4.6745985,-19.3478229,205.122827582443,0.216096153846154,218.284746622475,1,"COCOA"
"BRA","TUR",0.1501465,0.0193221,344.765117747626,0.05923488123,66.6102332183629,1,"COCOA"
"BRA","USA",4.6141998,2.0351191,247.967580837345,0.04144572188,46.6061405544276,1,"COCOA"
"CAN","ARG",0,-0.1447721,153.774593418838,0.154,283.594062716952,0,"COCOA"
"CAN","AUS",0.3940781,-0.1990712,571.642008652544,0.12007619542844,180.690735425561,1,"COCOA"
"CAN","BRA",0.29110535,-0.28922475,269.700909696291,0.154,283.594062716952,1,"COCOA"
"CAN","CHN",0.4404615,-0.2627429,349.65235139469,0.099,182.310468889469,1,"COCOA"
"CAN","COL",0.0849183,-0.0606875,136.985799062508,0.0355,65.3739560159208,1,"COCOA"
"CAN","DEU",0,-14.2734619,214.645091214405,0.12007619542844,180.690735425561,0,"COCOA"
"CAN","DNK",0,-0.047269,214.645091214405,0.12007619542844,180.690735425561,0,"COCOA"
"CAN","FIN",0.0004921,-0.0126612,208.711727960415,0.12007619542844,180.690735425561,1,"COCOA"
"CAN","GBR",0.2609551,-9.7576193,169.648748608902,0.12007619542844,180.690735425561,1,"COCOA"
"CAN","GRC",0,-0.0504111,214.645091214405,0.12007619542844,180.690735425561,0,"COCOA"
"CAN","IDN",0,-1.2438747,453.379166450607,0.1225,225.586186252121,0,"COCOA"
"CAN","IND",0.0132759,-0.0435677,434.496278469051,0.3,552.455966331725,1,"COCOA"
"CAN","MEX",23.738373,10.0206668,83.1517956980307,0.00513822954,9.46215188584972,1,"COCOA"
"CAN","NOR",0.0393416,-0.000533800000000001,177.33681923771,0.0221140635,40.7234877347121,1,"COCOA"
"CAN","RUS",0,-0.3303836,272.338283509057,0.04010372644,73.8518098130445,0,"COCOA"
"CAN","R_ASP",1.5369387,-0.354303,420.798033170636,0.128468166871667,259.338422584175,1,"COCOA"
"CAN","R_CSA",2.1123707,-6.66133675,150.326918697909,0.123732539682857,246.404952234132,1,"COCOA"
"CAN","R_NEU",0.0122334,-12.1420814,221.760502252055,0.0739105277057143,136.107706685827,1,"COCOA"
"CAN","R_NMC",0.6754343,0.0755747,317.305359527694,0.1130657805064,269.884170277536,1,"COCOA"
"CAN","R_OEU",1.063011,-25.902366,213.127267911554,0.000109722222222222,1.81850088917526,1,"COCOA"
"CAN","R_SSA",0.0981135,-27.7899068,374.74495355156,0.216096153846154,357.467341291823,1,"COCOA"
"CAN","SWE",0.0134394,-0.1859722,193.705886312991,0.12007619542844,180.690735425561,1,"COCOA"
"CAN","TUR",2.3026219,1.1913044,270.776050390309,0.05519412343,101.641075984511,1,"COCOA"
"CAN","USA",385.2579558,280.4270344,42.8389248452315,0.0355866404,65.5335060356054,1,"COCOA"
"CHN","ARG",0.8820549,0.7479182,744.832274252129,0.154,283.594062716952,1,"COCOA"
"CHN","AUS",6.1459943,5.8304664,257.181506462004,0.116685081637913,173.82235157955,1,"COCOA"
"CHN","BRA",0.782567,0.7398154,654.770382263772,0.154,283.594062716952,1,"COCOA"
"CHN","CAN",0.7032044,0.2627429,348.020412094035,0.24183333333,445.340892853491,1,"COCOA"
"CHN","COL",0.5731027,0.5731027,560.928725060363,0.12666666667,233.259185790645,1,"COCOA"
"CHN","DEU",0.1447859,-2.9308184,254.430497066091,0.04532077012,83.4590995051419,1,"COCOA"
"CHN","DNK",0,-0.0252783,319.664161222784,0.04532077012,83.4590995051419,0,"COCOA"
"CHN","ETH",0.0499245,0.0499245,270.101401530333,0.275,506.417969137415,1,"COCOA"
"CHN","FIN",0,-0.0420034,319.664161222784,0.04532077012,83.4590995051419,0,"COCOA"
"CHN","GBR",0.6468379,-0.2508187,270.767010306059,0.04532077012,83.4590995051419,1,"COCOA"
"CHN","GRC",0,-0.0269689,319.664161222784,0.04532077012,83.4590995051419,0,"COCOA"
"CHN","IDN",3.2553848,-14.9380068,125.03281986436,0.116685081637913,173.82235157955,1,"COCOA"
"CHN","IND",0.8384142,0.6928883,110.587980580533,0.2643,486.71370633825,1,"COCOA"
"CHN","MEX",1.3483059,0.915748,430.570386671212,0.12163462823,223.992586927349,1,"COCOA"
"CHN","NOR",0.0141135,0.0141135,238.020169364855,0.03417472551,62.9334366858284,1,"COCOA"
"CHN","RUS",1.2836393,-129.6882115,154.725111831684,0.04201725469,77.3756101412339,1,"COCOA"
"CHN","RWA",0.0637565,0.0637565,333.202545053933,0.145,267.020383727,1,"COCOA"
"CHN","R_ASP",24.4506203,-12.57338685,123.709743696001,0.08838322751,244.139206807769,1,"COCOA"
"CHN","R_CSA",7.8255755,4.2767507,550.434033239961,0.129027777778095,262.979270640763,1,"COCOA"
"CHN","R_NEU",0.6459172,-0.9157658,241.46960755703,0.0884302900914286,162.84613788485,1,"COCOA"
"CHN","R_NMC",10.5446443,9.0004109,185.316409177818,0.1114387372296,236.352993339104,1,"COCOA"
"CHN","R_OEU",3.2739887,-12.5093084,244.534499372583,0.0455807273355556,87.7675469468814,1,"COCOA"
"CHN","R_SSA",8.1624515,-7.2422674,370.132265634812,0.216096153846154,357.467341291823,1,"COCOA"
"CHN","TUR",2.7267946,1.6944054,216.418558748883,0.05923488123,109.082211834882,1,"COCOA"
"CHN","USA",0.742945,-1.7209059,379.853574865356,0.05444249623,100.25693954752,1,"COCOA"
"COL","ARG",0.2588562,-0.00189830000000002,125.864386262257,0.110636957819419,178.698787986893,1,"COCOA"
"COL","AUS",0.0240384,0.0083615,559.421037225654,0.025,46.0379971943104,1,"COCOA"
"COL","BRA",0.0362028,-1.3786333,117.611853093581,0.05056,93.1072455257734,1,"COCOA"
"COL","CAN",0.1456058,0.0606875,136.249141206778,0.22083333333,406.66897521027,1,"COCOA"
"COL","CHN",0,-0.5731027,551.578138281287,0.099,182.310468889469,0,"COCOA"
"COL","DEU",0.1932073,-0.5575442,298.464917483514,0.00815738746,15.0219912398553,1,"COCOA"
"COL","DNK",0,-0.0030472,315.905127977025,0.00815738746,15.0219912398553,0,"COCOA"
"COL","GBR",0.0250487,0.0250487,273.478330993313,0.00815738746,15.0219912398553,1,"COCOA"
"COL","IDN",0,-0.1106822,551.578138281287,0.1225,225.586186252121,0,"COCOA"
"COL","IND",0.0652637,0.041726,593.868238212331,0.3,552.455966331725,1,"COCOA"
"COL","MEX",0.938114,0.3281373,84.4281788901936,0.00617665171,11.3744269638085,1,"COCOA"
"COL","NPL",0.0210613,0.0210613,603.823812445859,0.195,359.096378115621,1,"COCOA"
"COL","RUS",0.5315964,0.5315964,390.83681622649,0.04201725469,77.3756101412339,1,"COCOA"
"COL","R_ASP",0.4171862,0.325093,568.858299662463,0.133646433756111,270.781480326453,1,"COCOA"
"COL","R_CSA",8.66850275,1.50224175,48.978559956438,0.0766766666666667,181.415490224012,1,"COCOA"
"COL","R_NEU",0.0203883,-0.0126521,326.38821787197,0.0816286243785714,150.320735204644,1,"COCOA"
"COL","R_NMC",0.1712467,0.1712467,431.457110309433,0.1201454038964,258.25868293828,1,"COCOA"
"COL","R_OEU",1.2777452,0.2207761,307.985231332161,0.0104819770455556,53.5489928142381,1,"COCOA"
"COL","R_SSA",1.2936838,1.2936838,323.263513647724,0.216096153846154,357.467341291823,1,"COCOA"
"COL","TUR",0.2031054,-1.0702397,377.370653593029,0.05923488123,109.082211834882,1,"COCOA"
"COL","USA",1.6113334,-1.0420873,111.428017390491,0.02674414896,49.249882191388,1,"COCOA"
"DEU","ARG",0.2221966,0.2221966,404.611330476828,0.154,283.594062716952,1,"COCOA"
"DEU","AUS",10.4249086,10.4136838,577.972570640182,0.025,46.0379971943104,1,"COCOA"
"DEU","BRA",1.9683548,1.9613597,302.051836517222,0.154,283.594062716952,1,"COCOA"
"DEU","CAN",14.2734619,14.2734619,187.649459758928,0.22083333333,406.66897521027,1,"COCOA"
"DEU","CHN",3.0756043,2.9308184,246.772706623045,0.099,182.310468889469,1,"COCOA"
"DEU","COL",0.7507515,0.5575442,294.441189356088,0.0375,69.0569957914656,1,"COCOA"
"DEU","DNK",10.2682782,2.3348338,94.2653518555934,0.123711505803118,192.616925848922,1,"COCOA"
"DEU","ETH",0.02070045,0.02070045,156.543385101692,0.275,506.417969137415,1,"COCOA"
"DEU","FIN",3.1433051,2.6674907,28.1764830849382,0.123711505803118,192.616925848922,1,"COCOA"
"DEU","GBR",59.6606951,46.9686457,154.911413056917,0.123711505803118,192.616925848922,1,"COCOA"
"DEU","GRC",4.7860184,4.6697213,37.5900844126215,0.123711505803118,192.616925848922,1,"COCOA"
"DEU","IDN",1.4087388,1.3702921,370.919430207276,0.1225,225.586186252121,1,"COCOA"
"DEU","IND",0.4322254,0.4322254,195.22960410687,0.3,552.455966331725,1,"COCOA"
"DEU","MEX",1.8006688,1.4879579,305.563224564977,0.11505229327,211.87108619053,1,"COCOA"
"DEU","NOR",4.6350329,4.21812075,18.6787975055657,0.01908483272,35.1450990086897,1,"COCOA"
"DEU","NPL",0.058504,-0.1402992,201.867785809873,0.195,359.096378115621,1,"COCOA"
"DEU","RUS",23.8060623,17.5376343,59.9225014152695,0.04010372644,73.8518098130445,1,"COCOA"
"DEU","R_ASP",11.0744012,9.0538343,366.219030362149,0.131204542143889,265.385329965223,1,"COCOA"
"DEU","R_CSA",3.78810155,-12.65689795,299.302187298542,0.0986599206352381,180.454455558818,1,"COCOA"
"DEU","R_NEU",19.17964835,-5.83562955,25.4223519086796,0.0363413132428571,93.692551518284,1,"COCOA"
"DEU","R_NMC",24.80658605,23.99054445,91.774669179616,0.0894047105064,218.806176880966,1,"COCOA"
"DEU","R_OEU",384.8951673,-14.37380175,18.7255851726122,0.000233333333333333,3.86719176432208,1,"COCOA"
"DEU","R_SSA",3.84592175,-178.81104235,177.792020574068,0.212134615384615,381.780554915,1,"COCOA"
"DEU","SWE",11.5575594,5.9427687,187.641059316728,0.123711505803118,192.616925848922,1,"COCOA"
"DEU","TUR",6.3312967,4.8394965,47.0418044212537,0.00698283358,12.8590269105751,1,"COCOA"
"DEU","USA",16.3534304,15.6843508,226.194859895967,0.04944533224,91.0545626774747,1,"COCOA"
"DNK","AUS",0.0741446,0.0741446,597.22872908535,0.025,46.0379971943104,1,"COCOA"
"DNK","BRA",0,-0.0017778,322.633886466213,0.154,283.594062716952,0,"COCOA"
"DNK","CAN",0.047269,0.047269,190.754433085786,0.22083333333,406.66897521027,1,"COCOA"
"DNK","CHN",0.0252783,0.0252783,244.436693099205,0.099,182.310468889469,1,"COCOA"
"DNK","COL",0.0030472,0.0030472,315.466837283101,0.0375,69.0569957914656,1,"COCOA"
"DNK","DEU",7.9334444,-2.3348338,94.5088440658965,0.123711505803118,192.616925848922,1,"COCOA"
"DNK","FIN",0.2455615,-1.1479172,211.826819770935,0.123711505803118,192.616925848922,1,"COCOA"
"DNK","GBR",0.7756,-1.0100707,190.458851142516,0.123711505803118,192.616925848922,1,"COCOA"
"DNK","GRC",0,-0.0598273,63.7968286169791,0.123711505803118,192.616925848922,0,"COCOA"
"DNK","IDN",0.0018823,-0.2038536,390.532558320767,0.1225,225.586186252121,1,"COCOA"
"DNK","IND",0.0085236,0.0085236,200.750168615316,0.3,552.455966331725,1,"COCOA"
"DNK","NOR",1.6496514,1.2636826,100.961565489322,0.01908483272,35.1450990086897,1,"COCOA"
"DNK","RUS",0.0701319,0.0701319,55.3340510244419,0.04010372644,73.8518098130445,1,"COCOA"
"DNK","RWA",0.0049202,0.0049202,207.447512140167,0.145,267.020383727,1,"COCOA"
"DNK","R_ASP",0.1242678,0.1233142,370.127098526154,0.131204542143889,265.385329965223,1,"COCOA"
"DNK","R_CSA",0,-0.0880361,322.633886466213,0.0986599206352381,180.454455558818,0,"COCOA"
"DNK","R_NEU",0.4807458,0.1233264,30.465438156741,0.0363413132428571,93.692551518284,1,"COCOA"
"DNK","R_NMC",0.2529602,0.1414216,99.9930588702889,0.0894047105064,218.806176880966,1,"COCOA"
"DNK","R_OEU",4.09458825,-25.65511695,24.462917532824,0.000233333333333333,3.86719176432208,1,"COCOA"
"DNK","R_SSA",0.0439422,0.0214159,202.567467681701,0.212134615384615,381.780554915,1,"COCOA"
"DNK","SWE",2.9952991,-6.4504359,76.2873791915553,0.123711505803118,192.616925848922,1,"COCOA"
"DNK","TUR",0.0036039,-0.02717675,56.6043788422837,0.00698283358,12.8590269105751,1,"COCOA"
"DNK","USA",0.5278804,0.4575952,226.939588006341,0.04944533224,91.0545626774747,1,"COCOA"
"ETH","BRA",0,-0.1023396,341.93806784312,0.154,283.594062716952,0,"COCOA"
"ETH","CHN",0,-0.0499245,340.564107323453,0.113117998770309,158.200212677367,0,"COCOA"
"ETH","DEU",0,-0.02070045,184.055335140733,0.113117998770309,158.200212677367,0,"COCOA"
"ETH","GBR",0,-0.0035379,184.055335140733,0.113117998770309,158.200212677367,0,"COCOA"
"ETH","IDN",0,-0.0273269,340.564107323453,0.1225,225.586186252121,0,"COCOA"
"ETH","IND",0,-0.1280693,340.564107323453,0.0213,39.2243736095525,0,"COCOA"
"ETH","R_ASP",0,-0.1136724,340.564107323453,0.118420751633889,296.419255758606,0,"COCOA"
"ETH","R_NMC",0,-0.1332982,137.684643934983,0.1187415758988,254.301169471506,0,"COCOA"
"ETH","R_OEU",0,-0.1013393,184.055335140733,0.00277777777777778,46.0379971943104,0,"COCOA"
"ETH","TUR",0,-0.23920685,162.475237685621,0.06298060456,115.98003584117,0,"COCOA"
"ETH","USA",0,-0.0093818,401.899761866145,0.04014502532,73.9278625219072,0,"COCOA"
"FIN","CAN",0.0131533,0.0126612,201.965430723205,0.22083333333,406.66897521027,1,"COCOA"
"FIN","CHN",0.0420034,0.0420034,205.599728108198,0.099,182.310468889469,1,"COCOA"
"FIN","DEU",0.4758144,-2.6674907,28.7135092989269,0.123711505803118,192.616925848922,1,"COCOA"
"FIN","DNK",1.3934787,1.1479172,208.181218171286,0.123711505803118,192.616925848922,1,"COCOA"
"FIN","GBR",0.0952091,-0.7270771,40.2048715047359,0.123711505803118,192.616925848922,1,"COCOA"
"FIN","GRC",0.0315429,-0.0101342,60.7077334189352,0.123711505803118,192.616925848922,1,"COCOA"
"FIN","IDN",0.3429767,0.3429767,338.858392121795,0.1225,225.586186252121,1,"COCOA"
"FIN","NOR",0.440253,0.167091,181.422424130921,0.01908483272,35.1450990086897,1,"COCOA"
"FIN","RUS",1.3637101,1.3637101,33.4692052985504,0.04010372644,73.8518098130445,1,"COCOA"
"FIN","R_ASP",1.162072,1.162072,326.908144922434,0.131204542143889,265.385329965223,1,"COCOA"
"FIN","R_CSA",0,-0.0349247,322.633886466213,0.0986599206352381,180.454455558818,0,"COCOA"
"FIN","R_NEU",0.0206277,-1.2003994,41.4415043508019,0.0363413132428571,93.692551518284,1,"COCOA"
"FIN","R_NMC",0.0122755,0.0122755,98.8851207433795,0.0894047105064,218.806176880966,1,"COCOA"
"FIN","R_OEU",3.1334977,-6.2657345,37.1194778743048,0.000233333333333333,3.86719176432208,1,"COCOA"
"FIN","SWE",11.9626235,4.338237,109.199508963787,0.123711505803118,192.616925848922,1,"COCOA"
"FIN","USA",0.1573932,0.0503214,239.79028177976,0.04944533224,91.0545626774747,1,"COCOA"
"GBR","AUS",4.6209909,4.51061855,613.599389533388,0.025,46.0379971943104,1,"COCOA"
"GBR","BRA",0.0512269,-0.0147582,293.894411254387,0.154,283.594062716952,1,"COCOA"
"GBR","CAN",10.0185744,9.7576193,163.571734562729,0.22083333333,406.66897521027,1,"COCOA"
"GBR","CHN",0.8976566,0.2508187,269.881181020903,0.099,182.310468889469,1,"COCOA"
"GBR","COL",0,-0.0250487,322.633886466213,0.0375,69.0569957914656,0,"COCOA"
"GBR","DEU",12.6920494,-46.9686457,157.327622959613,0.123711505803118,192.616925848922,1,"COCOA"
"GBR","DNK",1.7856707,1.0100707,188.877220919927,0.123711505803118,192.616925848922,1,"COCOA"
"GBR","ETH",0.0035379,0.0035379,183.499305347149,0.275,506.417969137415,1,"COCOA"
"GBR","FIN",0.8222862,0.7270771,39.3473268598734,0.123711505803118,192.616925848922,1,"COCOA"
"GBR","GRC",0.9357857,-4.738924,56.8660858273889,0.123711505803118,192.616925848922,1,"COCOA"
"GBR","IDN",0,-0.0697294,350.821917808868,0.1225,225.586186252121,0,"COCOA"
"GBR","IND",0.7899229,0.7876038,222.709897311302,0.3,552.455966331725,1,"COCOA"
"GBR","MEX",0.0271814,0.0031445,287.566167400157,0.11505229327,211.87108619053,1,"COCOA"
"GBR","NOR",0.9024285,0.7615159,21.0424180013447,0.01908483272,35.1450990086897,1,"COCOA"
"GBR","RUS",0.265395,-0.4394103,81.4038118346913,0.04010372644,73.8518098130445,1,"COCOA"
"GBR","R_ASP",3.4839221,2.7986965,389.767674360897,0.131204542143889,265.385329965223,1,"COCOA"
"GBR","R_CSA",1.05773075,0.78298665,274.95628021981,0.0986599206352381,180.454455558818,1,"COCOA"
"GBR","R_NEU",1.10559215,-11.04378105,38.1357086544814,0.0363413132428571,93.692551518284,1,"COCOA"
"GBR","R_NMC",11.29949775,9.58792625,113.545328118356,0.0894047105064,218.806176880966,1,"COCOA"
"GBR","R_OEU",83.3215987,-233.928516,29.6653493844021,0.000233333333333333,3.86719176432208,1,"COCOA"
"GBR","R_SSA",0.8828959,-67.4476907,188.48651515848,0.212134615384615,381.780554915,1,"COCOA"
"GBR","SWE",4.7039922,0.7126888,24.5995367141729,0.123711505803118,192.616925848922,1,"COCOA"
"GBR","TUR",0.2685688,-1.0924761,70.5317589930753,0.00698283358,12.8590269105751,1,"COCOA"
"GBR","USA",4.2935959,-3.2928198,202.318036071675,0.04944533224,91.0545626774747,1,"COCOA"
"GRC","AUS",0.0692712,0.0692712,555.813253704431,0.025,46.0379971943104,1,"COCOA"
"GRC","BRA",0,-0.0058527,322.633886466213,0.154,283.594062716952,0,"COCOA"
"GRC","CAN",0.0504111,0.0504111,267.020889305275,0.22083333333,406.66897521027,1,"COCOA"
"GRC","CHN",0.0269689,0.0269689,254.385075442836,0.099,182.310468889469,1,"COCOA"
"GRC","DEU",0.1162971,-4.6697213,39.0137193736055,0.123711505803118,192.616925848922,1,"COCOA"
"GRC","DNK",0.0598273,0.0598273,48.5630401401943,0.123711505803118,192.616925848922,1,"COCOA"
"GRC","FIN",0.0416771,0.0101342,60.5388350618158,0.123711505803118,192.616925848922,1,"COCOA"
"GRC","GBR",5.6747097,4.738924,55.8503197349585,0.123711505803118,192.616925848922,1,"COCOA"
"GRC","IDN",0,-0.3262712,350.821917808868,0.1225,225.586186252121,0,"COCOA"
"GRC","NOR",0.0438561,0.0438561,63.9034198337622,0.01908483272,35.1450990086897,1,"COCOA"
"GRC","RUS",0.0561879,-0.0212454,69.5428051307374,0.04010372644,73.8518098130445,1,"COCOA"
"GRC","R_ASP",0.31784245,0.29170695,365.165136281146,0.131204542143889,265.385329965223,1,"COCOA"
"GRC","R_CSA",0.0380425,0.0380425,358.252059895258,0.0986599206352381,180.454455558818,1,"COCOA"
"GRC","R_NEU",0.9909414,0.35098885,29.0548427258171,0.0363413132428571,93.692551518284,1,"COCOA"
"GRC","R_NMC",3.1068163,3.1068163,58.9041016821368,0.0894047105064,218.806176880966,1,"COCOA"
"GRC","R_OEU",4.57645055,-26.81578345,31.2462055695525,0.000233333333333333,3.86719176432208,1,"COCOA"
"GRC","R_SSA",0.6724368,-0.9862171,140.847768410316,0.212134615384615,381.780554915,1,"COCOA"
"GRC","SWE",0.0359572,0.000673900000000005,54.9307038438583,0.123711505803118,192.616925848922,1,"COCOA"
"GRC","TUR",0.1251004,-0.0084272,156.505841048393,0.00698283358,12.8590269105751,1,"COCOA"
"GRC","USA",0.212012,0.1935176,305.688479744231,0.04944533224,91.0545626774747,1,"COCOA"
"IDN","ARG",0.1866863,0.1866863,584.939767373238,0.154,215.9388,1,"COCOA"
"IDN","AUS",7.0813811,4.3259767,137.32750377569,0.116685081637913,173.82235157955,1,"COCOA"
"IDN","BRA",18.5040644,18.5040644,578.725472638612,0.154,215.9388,1,"COCOA"
"IDN","CAN",1.2438747,1.2438747,544.865239124462,0.24183333333,339.098699995326,1,"COCOA"
"IDN","CHN",18.1933916,14.9380068,122.899725411986,0.116685081637913,173.82235157955,1,"COCOA"
"IDN","COL",0.1106822,0.1106822,773.504690314545,0.12666666667,177.612000004674,1,"COCOA"
"IDN","DEU",0.0384467,-1.3702921,384.520322634505,0.02894077012,40.580747862264,1,"COCOA"
"IDN","DNK",0.2057359,0.2038536,372.624180615846,0.02894077012,40.580747862264,1,"COCOA"
"IDN","ETH",0.0273269,0.0273269,251.887288721384,0.275,385.605,1,"COCOA"
"IDN","FIN",0,-0.3429767,319.664161222784,0.02894077012,40.580747862264,0,"COCOA"
"IDN","GBR",0.0697294,0.0697294,414.66829603294,0.02894077012,40.580747862264,1,"COCOA"
"IDN","GRC",0.3262712,0.3262712,328.674768626525,0.02894077012,40.580747862264,1,"COCOA"
"IDN","IND",3.5507907,1.2666785,121.256237942668,0.09,126.198,1,"COCOA"
"IDN","MEX",5.3165248,5.3165248,597.437751004412,0.12163462823,170.556075704106,1,"COCOA"
"IDN","NPL",0.1342288,0.1342288,120.475922792883,0.195,273.429,1,"COCOA"
"IDN","RUS",9.8648613,9.8648613,269.685150930829,0.04201725469,58.916594526318,1,"COCOA"
"IDN","R_ASP",54.3801627,32.2993267,118.349232356052,0.0803684925794445,169.039050442346,1,"COCOA"
"IDN","R_CSA",1.0536999,-16.618651,674.630210895097,0.135075396825714,198.856790625584,1,"COCOA"
"IDN","R_NEU",0.4005589,-0.0189938,354.767326263332,0.0899269883,126.09562299426,1,"COCOA"
