"from_iso3","to_iso3","q_initial","net_initial","trade_USD_t","adv","sdt_USD_t","dummy_q_initial","SPAM_code"
"NOR","AUS",0,0,350.821917808868,0.161581551931102,131.564910471673,0,"PALM OIL"
"NPL","AUS",0,0,133.146008124487,0.122388434182343,97.5546801577388,0,"PALM OIL"
"RUS","AUS",0,0,283.519139266581,0.13578757130328,111.627272484793,0,"PALM OIL"
"RWA","AUS",0,0,340.564107323453,0.131725916430395,117.306718158099,0,"PALM OIL"
"R_ASP","AUS",0,0,133.146008124487,0.122388434182343,97.5546801577388,0,"PALM OIL"
"R_CSA","AUS",0,0,551.578138281287,0.130898515355839,105.417378070925,0,"PALM OIL"
"R_NEU","AUS",0,0,283.519139266581,0.13578757130328,111.627272484793,0,"PALM OIL"
"R_NMC","AUS",0,0,235.465843158703,0.121990197305482,97.8802973160018,0,"PALM OIL"
"R_OEU","AUS",0,0,350.821917808868,0.161581551931102,131.564910471673,0,"PALM OIL"
"R_SSA","AUS",0,0,340.564107323453,0.131725916430395,117.306718158099,0,"PALM OIL"
"SWE","AUS",0,0,350.821917808868,0.161581551931102,131.564910471673,0,"PALM OIL"
"TUR","AUS",0,0,283.519139266581,0.13578757130328,111.627272484793,0,"PALM OIL"
"USA","AUS",0,0,453.379166450607,0.141133065965334,113.983969547673,0,"PALM OIL"
"ARG","BRA",0,0,102.695584332508,0.130898515355839,105.417378070925,0,"PALM OIL"
"AUS","BRA",0,0,569.516911017818,0.1,84.19,0,"PALM OIL"
"CAN","BRA",0,0,153.774593418838,0.1,84.19,0,"PALM OIL"
"CHN","BRA",0,0,569.516911017818,0.1,128.97,0,"PALM OIL"
"COL","BRA",0,0,102.695584332508,0.130898515355839,105.417378070925,0,"PALM OIL"
"DEU","BRA",0,0,322.633886466213,0.1,71.04,0,"PALM OIL"
"DNK","BRA",0,0,322.633886466213,0.1,84.19,0,"PALM OIL"
"ETH","BRA",0,0,341.93806784312,0.1,84.19,0,"PALM OIL"
"FIN","BRA",0,0,322.633886466213,0.1,84.19,0,"PALM OIL"
"GBR","BRA",0,0,322.633886466213,0.1,84.19,0,"PALM OIL"
"GRC","BRA",0,0,322.633886466213,0.1,84.19,0,"PALM OIL"
"IDN","BRA",0,0,569.516911017818,0.1,84.19,0,"PALM OIL"
"IND","BRA",0,0,569.516911017818,0.1,84.19,0,"PALM OIL"
"MEX","BRA",0,0,102.695584332508,0.09,75.771,0,"PALM OIL"
"NOR","BRA",0,0,322.633886466213,0.1,84.19,0,"PALM OIL"
"NPL","BRA",0,0,569.516911017818,0.1,84.19,0,"PALM OIL"
"RUS","BRA",0,0,369.037148162648,0.1,84.19,0,"PALM OIL"
"RWA","BRA",0,0,341.93806784312,0.1,84.19,0,"PALM OIL"
"R_ASP","BRA",0,0,569.516911017818,0.1,63.89,0,"PALM OIL"
"R_CSA","BRA",0,0,102.695584332508,0.0669090909090909,52.1978,0,"PALM OIL"
"R_NEU","BRA",0,0,369.037148162648,0.1,84.19,0,"PALM OIL"
"R_NMC","BRA",0,0,427.459452146488,0.0964285714285714,42.095,0,"PALM OIL"
"R_OEU","BRA",0,0,322.633886466213,0.1,84.19,0,"PALM OIL"
"R_SSA","BRA",0,0,341.93806784312,0.1,84.19,0,"PALM OIL"
"SWE","BRA",0,0,322.633886466213,0.1,84.19,0,"PALM OIL"
"TUR","BRA",0,0,369.037148162648,0.1,84.19,0,"PALM OIL"
"USA","BRA",0,0,153.774593418838,0.1,84.19,0,"PALM OIL"
"ARG","CAN",0,0,171.858198768296,0.03,25.257,0,"PALM OIL"
"AUS","CAN",0,0,455.716872080097,0.122388434182343,97.5546801577388,0,"PALM OIL"
"BRA","CAN",0,0,171.858198768296,0.03,25.257,0,"PALM OIL"
"CHN","CAN",0,0,455.716872080097,0.03,38.691,0,"PALM OIL"
"COL","CAN",0,0,171.858198768296,0.130898515355839,105.417378070925,0,"PALM OIL"
"DEU","CAN",0,0,219.58181630098,0.161581551931102,131.564910471673,0,"PALM OIL"
"DNK","CAN",0,0,219.58181630098,0.161581551931102,131.564910471673,0,"PALM OIL"
"ETH","CAN",0,0,401.899761866145,0.131725916430395,117.306718158099,0,"PALM OIL"
"FIN","CAN",0,0,219.58181630098,0.161581551931102,131.564910471673,0,"PALM OIL"
"GBR","CAN",0,0,219.58181630098,0.161581551931102,131.564910471673,0,"PALM OIL"
"GRC","CAN",0,0,219.58181630098,0.161581551931102,131.564910471673,0,"PALM OIL"
"IDN","CAN",0,0,455.716872080097,0.03,25.257,0,"PALM OIL"
"IND","CAN",0,0,455.716872080097,0.03,25.257,0,"PALM OIL"
"MEX","CAN",0,0,171.858198768296,0.130898515355839,105.417378070925,0,"PALM OIL"
"NOR","CAN",0,0,219.58181630098,0.03,25.257,0,"PALM OIL"
"NPL","CAN",0,0,455.716872080097,0.122388434182343,97.5546801577388,0,"PALM OIL"
"RUS","CAN",0,0,271.759958990611,0.03,25.257,0,"PALM OIL"
"RWA","CAN",0,0,401.899761866145,0.131725916430395,117.306718158099,0,"PALM OIL"
"R_ASP","CAN",0,0,455.716872080097,0.0075,9.5835,0,"PALM OIL"
"R_CSA","CAN",0,0,171.858198768296,0.00818181818181818,12.6285,0,"PALM OIL"
"R_NEU","CAN",0,0,271.759958990611,0.0214285714285714,12.6285,0,"PALM OIL"
"R_NMC","CAN",0,0,341.669551934277,0.015,12.6285,0,"PALM OIL"
"R_OEU","CAN",0,0,219.58181630098,0.161581551931102,131.564910471673,0,"PALM OIL"
"R_SSA","CAN",0,0,401.899761866145,0.00264705882352941,12.6285,0,"PALM OIL"
"SWE","CAN",0,0,219.58181630098,0.161581551931102,131.564910471673,0,"PALM OIL"
"TUR","CAN",0,0,271.759958990611,0.03,25.257,0,"PALM OIL"
"USA","CAN",0,0,37.6901947990565,0.141133065965334,113.983969547673,0,"PALM OIL"
"ARG","CHN",0,0,551.578138281287,0.0875,73.66625,0,"PALM OIL"
"AUS","CHN",0,0,133.146008124487,0.0875,73.66625,0,"PALM OIL"
"BRA","CHN",0,0,551.578138281287,0.0875,73.66625,0,"PALM OIL"
"CAN","CHN",0,0,453.379166450607,0.0875,73.66625,0,"PALM OIL"
"COL","CHN",0,0,551.578138281287,0.0875,63.7525,0,"PALM OIL"
"DEU","CHN",0,0,350.821917808868,0.0875,62.16,0,"PALM OIL"
"DNK","CHN",0,0,350.821917808868,0.0875,73.66625,0,"PALM OIL"
"ETH","CHN",0,0,340.564107323453,0.131725916430395,117.306718158099,0,"PALM OIL"
"FIN","CHN",0,0,350.821917808868,0.0875,73.66625,0,"PALM OIL"
"GBR","CHN",0,0,350.821917808868,0.0875,73.66625,0,"PALM OIL"
"GRC","CHN",0,0,350.821917808868,0.0875,73.66625,0,"PALM OIL"
"IDN","CHN",0,0,133.146008124487,0.0875,73.66625,0,"PALM OIL"
"IND","CHN",0,0,133.146008124487,0.0875,73.66625,0,"PALM OIL"
"MEX","CHN",0,0,551.578138281287,0.0875,73.66625,0,"PALM OIL"
"NOR","CHN",0,0,350.821917808868,0.0875,73.66625,0,"PALM OIL"
"NPL","CHN",0,0,133.146008124487,0.122388434182343,97.5546801577388,0,"PALM OIL"
"RUS","CHN",0,0,283.519139266581,0.0875,73.66625,0,"PALM OIL"
"RWA","CHN",0,0,340.564107323453,0.131725916430395,117.306718158099,0,"PALM OIL"
"R_ASP","CHN",0,0,133.146008124487,0.0942708333333333,146.414583333333,0,"PALM OIL"
"R_CSA","CHN",0,0,551.578138281287,0.134090909090909,289.403125,0,"PALM OIL"
"R_NEU","CHN",0,0,283.519139266581,0.0875,73.66625,0,"PALM OIL"
"R_NMC","CHN",0,0,235.465843158703,0.08125,36.833125,0,"PALM OIL"
"R_OEU","CHN",0,0,350.821917808868,0.0875,73.66625,0,"PALM OIL"
"R_SSA","CHN",0,0,340.564107323453,0.0308823529411765,36.833125,0,"PALM OIL"
"SWE","CHN",0,0,350.821917808868,0.0875,73.66625,0,"PALM OIL"
"TUR","CHN",0,0,283.519139266581,0.0875,73.66625,0,"PALM OIL"
"USA","CHN",0,0,453.379166450607,0.0875,73.66625,0,"PALM OIL"
"ARG","COL",0,0,102.695584332508,0.130898515355839,105.417378070925,0,"PALM OIL"
"AUS","COL",0,0,569.516911017818,0.2,168.38,0,"PALM OIL"
"BRA","COL",0,0,102.695584332508,0.130898515355839,105.417378070925,0,"PALM OIL"
"CAN","COL",0,0,153.774593418838,0.057,47.9883,0,"PALM OIL"
"CHN","COL",0,0,569.516911017818,0.2,257.94,0,"PALM OIL"
"DEU","COL",0,0,322.633886466213,0.125,88.8,0,"PALM OIL"
"DNK","COL",0,0,322.633886466213,0.125,105.2375,0,"PALM OIL"
"ETH","COL",0,0,341.93806784312,0.2,168.38,0,"PALM OIL"
"FIN","COL",0,0,322.633886466213,0.125,105.2375,0,"PALM OIL"
"GBR","COL",0,0,322.633886466213,0.125,105.2375,0,"PALM OIL"
"GRC","COL",0,0,322.633886466213,0.125,105.2375,0,"PALM OIL"
"IDN","COL",0,0,569.516911017818,0.2,168.38,0,"PALM OIL"
"IND","COL",0,0,569.516911017818,0.2,168.38,0,"PALM OIL"
"MEX","COL",0,0,102.695584332508,0.130898515355839,105.417378070925,0,"PALM OIL"
"NOR","COL",0,0,322.633886466213,0.2,168.38,0,"PALM OIL"
"NPL","COL",0,0,569.516911017818,0.2,168.38,0,"PALM OIL"
"RUS","COL",0,0,369.037148162648,0.2,168.38,0,"PALM OIL"
"RWA","COL",0,0,341.93806784312,0.2,168.38,0,"PALM OIL"
"R_ASP","COL",0,0,569.516911017818,0.198333333333333,115.002,0,"PALM OIL"
"R_CSA","COL",0,0,102.695584332508,0.132272727272727,115.76125,0,"PALM OIL"
"R_NEU","COL",0,0,369.037148162648,0.2,168.38,0,"PALM OIL"
"R_NMC","COL",0,0,427.459452146488,0.2,168.38,0,"PALM OIL"
"R_OEU","COL",0,0,322.633886466213,0.128947368421053,136.80875,0,"PALM OIL"
"R_SSA","COL",0,0,341.93806784312,0.2,168.38,0,"PALM OIL"
"SWE","COL",0,0,322.633886466213,0.125,105.2375,0,"PALM OIL"
"TUR","COL",0,0,369.037148162648,0.2,168.38,0,"PALM OIL"
"USA","COL",0,0,153.774593418838,0.141133065965334,113.983969547673,0,"PALM OIL"
"ARG","DEU",0,0,315.905127977025,0.05433333335,45.743233347365,0,"PALM OIL"
"AUS","DEU",0,0,319.664161222784,0.05433333335,45.743233347365,0,"PALM OIL"
"BRA","DEU",0,0,315.905127977025,0.05433333335,45.743233347365,0,"PALM OIL"
"CAN","DEU",0,0,214.645091214405,0.141133065965334,113.983969547673,0,"PALM OIL"
"CHN","DEU",0,0,319.664161222784,0.05433333335,70.073700021495,0,"PALM OIL"
"COL","DEU",0,0,315.905127977025,0.130898515355839,105.417378070925,0,"PALM OIL"
"DNK","DEU",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"ETH","DEU",0,0,184.055335140733,0.131725916430395,117.306718158099,0,"PALM OIL"
"FIN","DEU",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"GBR","DEU",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"GRC","DEU",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"IDN","DEU",0,0,319.664161222784,0.05433333335,45.743233347365,0,"PALM OIL"
"IND","DEU",0,0,319.664161222784,0.01525,12.838975,0,"PALM OIL"
"MEX","DEU",0,0,315.905127977025,0.130898515355839,105.417378070925,0,"PALM OIL"
"NOR","DEU",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"NPL","DEU",0,0,319.664161222784,0.122388434182343,97.5546801577388,0,"PALM OIL"
"RUS","DEU",0,0,53.0862389233393,0.05433333335,45.743233347365,0,"PALM OIL"
"RWA","DEU",0,0,184.055335140733,0.131725916430395,117.306718158099,0,"PALM OIL"
"R_ASP","DEU",0,0,319.664161222784,0.01648263889375,14.818930559105,0,"PALM OIL"
"R_CSA","DEU",0,0,315.905127977025,0.00987878788181818,22.8716166736825,0,"PALM OIL"
"R_NEU","DEU",0,0,53.0862389233393,0.0155238095285714,22.8716166736825,0,"PALM OIL"
"R_NMC","DEU",0,0,98.6432126310484,0.0288005952464286,19.527402782455,0,"PALM OIL"
"R_OEU","DEU",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"R_SSA","DEU",0,0,184.055335140733,0.00249509803970588,19.527402782455,0,"PALM OIL"
"SWE","DEU",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"TUR","DEU",0,0,53.0862389233393,0.13578757130328,111.627272484793,0,"PALM OIL"
"USA","DEU",0,0,214.645091214405,0.05433333335,45.743233347365,0,"PALM OIL"
"ARG","DNK",0,0,315.905127977025,0.05433333335,45.743233347365,0,"PALM OIL"
"AUS","DNK",0,0,319.664161222784,0.05433333335,45.743233347365,0,"PALM OIL"
"BRA","DNK",0,0,315.905127977025,0.05433333335,45.743233347365,0,"PALM OIL"
"CAN","DNK",0,0,214.645091214405,0.141133065965334,113.983969547673,0,"PALM OIL"
"CHN","DNK",0,0,319.664161222784,0.05433333335,70.073700021495,0,"PALM OIL"
"COL","DNK",0,0,315.905127977025,0.130898515355839,105.417378070925,0,"PALM OIL"
"DEU","DNK",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"ETH","DNK",0,0,184.055335140733,0.131725916430395,117.306718158099,0,"PALM OIL"
"FIN","DNK",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"GBR","DNK",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"GRC","DNK",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"IDN","DNK",0,0,319.664161222784,0.05433333335,45.743233347365,0,"PALM OIL"
"IND","DNK",0,0,319.664161222784,0.01525,12.838975,0,"PALM OIL"
"MEX","DNK",0,0,315.905127977025,0.130898515355839,105.417378070925,0,"PALM OIL"
"NOR","DNK",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"NPL","DNK",0,0,319.664161222784,0.122388434182343,97.5546801577388,0,"PALM OIL"
"RUS","DNK",0,0,53.0862389233393,0.05433333335,45.743233347365,0,"PALM OIL"
"RWA","DNK",0,0,184.055335140733,0.131725916430395,117.306718158099,0,"PALM OIL"
"R_ASP","DNK",0,0,319.664161222784,0.01648263889375,14.818930559105,0,"PALM OIL"
"R_CSA","DNK",0,0,315.905127977025,0.00987878788181818,22.8716166736825,0,"PALM OIL"
"R_NEU","DNK",0,0,53.0862389233393,0.0155238095285714,22.8716166736825,0,"PALM OIL"
"R_NMC","DNK",0,0,98.6432126310484,0.0288005952464286,19.527402782455,0,"PALM OIL"
"R_OEU","DNK",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"R_SSA","DNK",0,0,184.055335140733,0.00249509803970588,19.527402782455,0,"PALM OIL"
"SWE","DNK",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"TUR","DNK",0,0,53.0862389233393,0.13578757130328,111.627272484793,0,"PALM OIL"
"USA","DNK",0,0,214.645091214405,0.05433333335,45.743233347365,0,"PALM OIL"
"ARG","ETH",0,0,306.601357824664,0.15,126.285,0,"PALM OIL"
"AUS","ETH",0,0,314.00867931702,0.15,126.285,0,"PALM OIL"
"BRA","ETH",0,0,306.601357824664,0.15,126.285,0,"PALM OIL"
"CAN","ETH",0,0,402.736660740025,0.15,126.285,0,"PALM OIL"
"CHN","ETH",0,0,314.00867931702,0.15,193.455,0,"PALM OIL"
"COL","ETH",0,0,306.601357824664,0.15,109.29,0,"PALM OIL"
"DEU","ETH",0,0,174.579354453364,0.15,106.56,0,"PALM OIL"
"DNK","ETH",0,0,174.579354453364,0.15,126.285,0,"PALM OIL"
"FIN","ETH",0,0,174.579354453364,0.15,126.285,0,"PALM OIL"
"GBR","ETH",0,0,174.579354453364,0.15,126.285,0,"PALM OIL"
"GRC","ETH",0,0,174.579354453364,0.15,126.285,0,"PALM OIL"
"IDN","ETH",0,0,314.00867931702,0.15,126.285,0,"PALM OIL"
"IND","ETH",0,0,314.00867931702,0.15,126.285,0,"PALM OIL"
"MEX","ETH",0,0,306.601357824664,0.15,126.285,0,"PALM OIL"
"NOR","ETH",0,0,174.579354453364,0.15,126.285,0,"PALM OIL"
"NPL","ETH",0,0,314.00867931702,0.15,126.285,0,"PALM OIL"
"RUS","ETH",0,0,153.128587319878,0.15,126.285,0,"PALM OIL"
"RWA","ETH",0,0,59.4226054357479,0.135,113.6565,0,"PALM OIL"
"R_ASP","ETH",0,0,314.00867931702,0.15,95.835,0,"PALM OIL"
"R_CSA","ETH",0,0,306.601357824664,0.15,126.285,0,"PALM OIL"
"R_NEU","ETH",0,0,153.128587319878,0.15,126.285,0,"PALM OIL"
"R_NMC","ETH",0,0,125.320000234883,0.148928571428571,119.97075,0,"PALM OIL"
"R_OEU","ETH",0,0,174.579354453364,0.15,126.285,0,"PALM OIL"
"R_SSA","ETH",0,0,59.4226054357479,0.142058823529412,79.9805,0,"PALM OIL"
"SWE","ETH",0,0,174.579354453364,0.15,126.285,0,"PALM OIL"
"TUR","ETH",0,0,153.128587319878,0.15,126.285,0,"PALM OIL"
"USA","ETH",0,0,402.736660740025,0.15,126.285,0,"PALM OIL"
"ARG","FIN",0,0,315.905127977025,0.05433333335,45.743233347365,0,"PALM OIL"
"AUS","FIN",0,0,319.664161222784,0.05433333335,45.743233347365,0,"PALM OIL"
"BRA","FIN",0,0,315.905127977025,0.05433333335,45.743233347365,0,"PALM OIL"
"CAN","FIN",0,0,214.645091214405,0.141133065965334,113.983969547673,0,"PALM OIL"
"CHN","FIN",0,0,319.664161222784,0.05433333335,70.073700021495,0,"PALM OIL"
"COL","FIN",0,0,315.905127977025,0.130898515355839,105.417378070925,0,"PALM OIL"
"DEU","FIN",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"DNK","FIN",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"ETH","FIN",0,0,184.055335140733,0.131725916430395,117.306718158099,0,"PALM OIL"
"GBR","FIN",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"GRC","FIN",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"IDN","FIN",0,0,319.664161222784,0.05433333335,45.743233347365,0,"PALM OIL"
"IND","FIN",0,0,319.664161222784,0.01525,12.838975,0,"PALM OIL"
"MEX","FIN",0,0,315.905127977025,0.130898515355839,105.417378070925,0,"PALM OIL"
"NOR","FIN",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"NPL","FIN",0,0,319.664161222784,0.122388434182343,97.5546801577388,0,"PALM OIL"
"RUS","FIN",0,0,53.0862389233393,0.05433333335,45.743233347365,0,"PALM OIL"
"RWA","FIN",0,0,184.055335140733,0.131725916430395,117.306718158099,0,"PALM OIL"
"R_ASP","FIN",0,0,319.664161222784,0.01648263889375,14.818930559105,0,"PALM OIL"
"R_CSA","FIN",0,0,315.905127977025,0.00987878788181818,22.8716166736825,0,"PALM OIL"
"R_NEU","FIN",0,0,53.0862389233393,0.0155238095285714,22.8716166736825,0,"PALM OIL"
"R_NMC","FIN",0,0,98.6432126310484,0.0288005952464286,19.527402782455,0,"PALM OIL"
"R_OEU","FIN",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"R_SSA","FIN",0,0,184.055335140733,0.00249509803970588,19.527402782455,0,"PALM OIL"
"SWE","FIN",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"TUR","FIN",0,0,53.0862389233393,0.13578757130328,111.627272484793,0,"PALM OIL"
"USA","FIN",0,0,214.645091214405,0.05433333335,45.743233347365,0,"PALM OIL"
"ARG","GBR",0,0,315.905127977025,0.05433333335,45.743233347365,0,"PALM OIL"
"AUS","GBR",0,0,319.664161222784,0.05433333335,45.743233347365,0,"PALM OIL"
"BRA","GBR",0,0,315.905127977025,0.05433333335,45.743233347365,0,"PALM OIL"
"CAN","GBR",0,0,214.645091214405,0.141133065965334,113.983969547673,0,"PALM OIL"
"CHN","GBR",0,0,319.664161222784,0.05433333335,70.073700021495,0,"PALM OIL"
"COL","GBR",0,0,315.905127977025,0.130898515355839,105.417378070925,0,"PALM OIL"
"DEU","GBR",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"DNK","GBR",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"ETH","GBR",0,0,184.055335140733,0.131725916430395,117.306718158099,0,"PALM OIL"
"FIN","GBR",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"GRC","GBR",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"IDN","GBR",0,0,319.664161222784,0.05433333335,45.743233347365,0,"PALM OIL"
"IND","GBR",0,0,319.664161222784,0.01525,12.838975,0,"PALM OIL"
"MEX","GBR",0,0,315.905127977025,0.130898515355839,105.417378070925,0,"PALM OIL"
"NOR","GBR",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"NPL","GBR",0,0,319.664161222784,0.122388434182343,97.5546801577388,0,"PALM OIL"
"RUS","GBR",0,0,53.0862389233393,0.05433333335,45.743233347365,0,"PALM OIL"
"RWA","GBR",0,0,184.055335140733,0.131725916430395,117.306718158099,0,"PALM OIL"
"R_ASP","GBR",0,0,319.664161222784,0.01648263889375,14.818930559105,0,"PALM OIL"
"R_CSA","GBR",0,0,315.905127977025,0.00987878788181818,22.8716166736825,0,"PALM OIL"
"R_NEU","GBR",0,0,53.0862389233393,0.0155238095285714,22.8716166736825,0,"PALM OIL"
"R_NMC","GBR",0,0,98.6432126310484,0.0288005952464286,19.527402782455,0,"PALM OIL"
"R_OEU","GBR",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"R_SSA","GBR",0,0,184.055335140733,0.00249509803970588,19.527402782455,0,"PALM OIL"
"SWE","GBR",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"TUR","GBR",0,0,53.0862389233393,0.13578757130328,111.627272484793,0,"PALM OIL"
"USA","GBR",0,0,214.645091214405,0.05433333335,45.743233347365,0,"PALM OIL"
"ARG","GRC",0,0,315.905127977025,0.05433333335,45.743233347365,0,"PALM OIL"
"AUS","GRC",0,0,319.664161222784,0.05433333335,45.743233347365,0,"PALM OIL"
"BRA","GRC",0,0,315.905127977025,0.05433333335,45.743233347365,0,"PALM OIL"
"CAN","GRC",0,0,214.645091214405,0.141133065965334,113.983969547673,0,"PALM OIL"
"CHN","GRC",0,0,319.664161222784,0.05433333335,70.073700021495,0,"PALM OIL"
"COL","GRC",0,0,315.905127977025,0.130898515355839,105.417378070925,0,"PALM OIL"
"DEU","GRC",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"DNK","GRC",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"ETH","GRC",0,0,184.055335140733,0.131725916430395,117.306718158099,0,"PALM OIL"
"FIN","GRC",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"GBR","GRC",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"IDN","GRC",0,0,319.664161222784,0.05433333335,45.743233347365,0,"PALM OIL"
"IND","GRC",0,0,319.664161222784,0.01525,12.838975,0,"PALM OIL"
"MEX","GRC",0,0,315.905127977025,0.130898515355839,105.417378070925,0,"PALM OIL"
"NOR","GRC",0,0,63.7968286169791,0.161581551931102,131.564910471673,0,"PALM OIL"
"NPL","GRC",0,0,319.664161222784,0.122388434182343,97.5546801577388,0,"PALM OIL"
"RUS","GRC",0,0,53.0862389233393,0.05433333335,45.743233347365,0,"PALM OIL"
"RWA","GRC",0,0,184.055335140733,0.131725916430395,117.306718158099,0,"PALM OIL"
"R_ASP","GRC",0,0,319.664161222784,0.01648263889375,14.818930559105,0,"PALM OIL"
"R_CSA","GRC",0,0,315.905127977025,0.00987878788181818,22.8716166736825,0,"PALM OIL"
"R_NEU","GRC",0,0,53.0862389233393,0.0155238095285714,22.8716166736825,0,"PALM OIL"
