"FABLE_Exporter","FABLE_Importer","Year","FABLE_Item","Q_ij","net_trade_ij"
"ARG","R_NMC",2020,"Wheat",90.8008425,90.7962198
"ARG","R_OEU",2020,"Cocoa",0.8077042,-3.3143104
"ARG","R_OEU",2020,"Coffee",0,-0.2703312
"ARG","R_OEU",2020,"Corn",149.5921818,149.4122466
"ARG","R_OEU",2020,"Rice",68.460826,68.2467119
"ARG","R_OEU",2020,"Soyabean",121.307815,121.307815
"ARG","R_OEU",2020,"Wheat",0.1813488,-1.47374725
"ARG","R_SSA",2020,"Cocoa",0.1001609,-0.2572467
"ARG","R_SSA",2020,"Corn",554.13269705,554.13269705
"ARG","R_SSA",2020,"Palm Oil",1.0997635,1.0997635
"ARG","R_SSA",2020,"Rice",17.9589703,17.9589703
"ARG","R_SSA",2020,"Soyabean",0.39359,0.39359
"ARG","R_SSA",2020,"Wheat",929.4105945,929.4105945
"ARG","SWE",2020,"Corn",0.1127771,0.1127771
"ARG","TUR",2020,"Cocoa",0,-0.2046334
"ARG","TUR",2020,"Corn",20.6455432,20.619593
"ARG","TUR",2020,"Rice",24.9923701,24.9923701
"ARG","TUR",2020,"Wheat",0,-0.0217129
"ARG","USA",2020,"Cocoa",0.2761702,-0.629863
"ARG","USA",2020,"Coffee",0.0466242,-0.0510507
"ARG","USA",2020,"Corn",27.3463428,25.4490144
"ARG","USA",2020,"Rice",9.8976999,9.8976999
"ARG","USA",2020,"Soyabean",18.269548,18.02433155
"ARG","USA",2020,"Wheat",9.0176818,8.8873303
"AUS","ARG",2020,"Cocoa",0,-0.5678868
"AUS","ARG",2020,"Corn",0,-0.7306863
"AUS","ARG",2020,"Wheat",0.0320772,0.0320772
"AUS","BRA",2020,"Cocoa",0.0918092,0.0918092
"AUS","BRA",2020,"Coffee",0,-21.3944336
"AUS","BRA",2020,"Corn",0,-1.5406094
"AUS","BRA",2020,"Wheat",0.1488091,0.1216516
"AUS","CAN",2020,"Cocoa",0.5931493,0.1990712
"AUS","CAN",2020,"Coffee",0.0548204,-0.3543543
"AUS","CAN",2020,"Corn",0,-0.0223684
"AUS","CAN",2020,"Rice",0.9315779,0.9315779
"AUS","CAN",2020,"Soyabean",0,-1.1280856
"AUS","CAN",2020,"Wheat",0.20970725,-0.89386255
"AUS","CHN",2020,"Cocoa",0.3155279,-5.8304664
"AUS","CHN",2020,"Coffee",0.0501821,-0.3049425
"AUS","CHN",2020,"Corn",0.0080624,-2.2592029
"AUS","CHN",2020,"Rice",0,-0.5129216
"AUS","CHN",2020,"Soyabean",0,-2.5298016
"AUS","CHN",2020,"Wheat",669.4432645,663.6205702
"AUS","COL",2020,"Cocoa",0.0156769,-0.0083615
"AUS","COL",2020,"Coffee",0,-11.8411667
"AUS","COL",2020,"Corn",0,-0.0593501
"AUS","COL",2020,"Palm Oil",0,-0.3287919
"AUS","COL",2020,"Wheat",0.02892,0.0028234
"AUS","DEU",2020,"Cocoa",0.0112248,-10.4136838
"AUS","DEU",2020,"Coffee",0.0025517,-2.5456085
"AUS","DEU",2020,"Corn",0.0142942,-0.3779989
"AUS","DEU",2020,"Rice",0.1302078,0.1302078
"AUS","DEU",2020,"Wheat",0,-1.8228883
"AUS","DNK",2020,"Cocoa",0,-0.0741446
"AUS","DNK",2020,"Wheat",0,-2.2962378
"AUS","ETH",2020,"Coffee",0,-3.953405
"AUS","FIN",2020,"Wheat",0.0630366,0.0312809
"AUS","GBR",2020,"Cocoa",0.11037235,-4.51061855
"AUS","GBR",2020,"Coffee",0.0226544,-0.9591062
"AUS","GBR",2020,"Palm Oil",0,-0.0152728
"AUS","GBR",2020,"Rice",0.5364179,0.3805537
"AUS","GBR",2020,"Wheat",4.7364432,-1.5010966
"AUS","GRC",2020,"Cocoa",0,-0.0692712
"AUS","GRC",2020,"Wheat",0,-0.32543695
"AUS","IDN",2020,"Cocoa",2.7554044,-4.3259767
"AUS","IDN",2020,"Coffee",0,-5.6147995
"AUS","IDN",2020,"Corn",0.8993748,0.8988485
"AUS","IDN",2020,"Palm Oil",0,-0.083688
"AUS","IDN",2020,"Soyabean",0,-2.293159
"AUS","IDN",2020,"Wheat",886.4262119,879.8785811
"AUS","IND",2020,"Cocoa",0.0288794,-0.1101256
"AUS","IND",2020,"Coffee",0,-4.5604857
"AUS","IND",2020,"Corn",0,-0.1657407
"AUS","IND",2020,"Rice",0,-100.2859181
"AUS","IND",2020,"Soyabean",0.12385,0.12385
"AUS","IND",2020,"Wheat",0.0325383,-13.616621
"AUS","IRL",2020,"Cocoa",0,-0.1909393
"AUS","IRL",2020,"Wheat",0.0003503,-0.0299963
"AUS","MEX",2020,"Coffee",0,-0.8296637
"AUS","MEX",2020,"Corn",0,-1.2555
"AUS","NPL",2020,"Cocoa",0.0104199,0.0104199
"AUS","NPL",2020,"Wheat",0,-0.2559856
"AUS","RUS",2020,"Cocoa",0,-0.0254861
"AUS","RUS",2020,"Rice",0.0644776,0.0644776
"AUS","RUS",2020,"Wheat",0,-0.6584808
"AUS","RWA",2020,"Coffee",0,-0.07599
"AUS","R_ASP",2020,"Cocoa",43.93948125,12.68700485
"AUS","R_ASP",2020,"Coffee",9.2143014,-17.8245543
"AUS","R_ASP",2020,"Corn",48.3264777,41.9206656
"AUS","R_ASP",2020,"Palm Oil",0,-69.360639
"AUS","R_ASP",2020,"Rice",21.79916675,-122.3673448
"AUS","R_ASP",2020,"Soyabean",0.4506864,-7.8916052
"AUS","R_ASP",2020,"Wheat",5403.91431955,5388.64164
"AUS","R_CSA",2020,"Cocoa",0.0505064,-2.2026518
"AUS","R_CSA",2020,"Coffee",0,-8.0569201
"AUS","R_CSA",2020,"Rice",0,-1.6978134
"AUS","R_CSA",2020,"Wheat",0.0882553,0.0476619
"AUS","R_NEU",2020,"Cocoa",0,-4.5899433
"AUS","R_NEU",2020,"Coffee",0.0357636,-3.182503
"AUS","R_NEU",2020,"Corn",0,-0.0161376
"AUS","R_NEU",2020,"Rice",0.0111821,0.0111821
"AUS","R_NEU",2020,"Wheat",0,-0.5879675
"AUS","R_NMC",2020,"Cocoa",0.4623163,-0.758932
"AUS","R_NMC",2020,"Coffee",0.1028815,-0.11390755
"AUS","R_NMC",2020,"Corn",3.53384095,3.07517595
"AUS","R_NMC",2020,"Rice",70.7431507,43.534813
"AUS","R_NMC",2020,"Wheat",1619.5526736,1614.4719909
"AUS","R_OEU",2020,"Cocoa",0.1018157,-33.1301969
"AUS","R_OEU",2020,"Coffee",0.0722749,-18.98545855
"AUS","R_OEU",2020,"Corn",0.0063852,-0.6169957
"AUS","R_OEU",2020,"Rice",0,-5.4049877
"AUS","R_OEU",2020,"Soyabean",0,-0.4677964
"AUS","R_OEU",2020,"Wheat",89.76558875,63.46144475
"AUS","R_SSA",2020,"Cocoa",0.0426267,-9.4803879
"AUS","R_SSA",2020,"Coffee",0.0111537,-2.562346
"AUS","R_SSA",2020,"Corn",0,-7.5174654
"AUS","R_SSA",2020,"Rice",1.061323,1.061323
"AUS","R_SSA",2020,"Wheat",51.0741887,50.7008409
"AUS","SWE",2020,"Wheat",0,-0.1632151
"AUS","TUR",2020,"Cocoa",0,-0.1899073
"AUS","TUR",2020,"Coffee",0.0213699,-0.002582
"AUS","TUR",2020,"Corn",0,-0.0348154
"AUS","TUR",2020,"Wheat",0.1180315,-0.6059455
"AUS","USA",2020,"Cocoa",0.1579215,-6.4525404
"AUS","USA",2020,"Coffee",0.0490546,-0.2183583
"AUS","USA",2020,"Corn",0,-16.7806016
"AUS","USA",2020,"Rice",0.4230701,-14.5535587
"AUS","USA",2020,"Soyabean",0,-0.0624997
"AUS","USA",2020,"Wheat",82.0796539,78.9319591
"BRA","ARG",2020,"Cocoa",14.2697165,11.367422
"BRA","ARG",2020,"Coffee",23.3219867,23.3219867
"BRA","ARG",2020,"Corn",3.5030969,-98.9827924
"BRA","ARG",2020,"Palm Oil",0.057539,0.057539
"BRA","ARG",2020,"Rice",0,-117.9426957
"BRA","ARG",2020,"Soyabean",0.2807956,-0.2106809
"BRA","ARG",2020,"Wheat",1.9068575,-4194.645115
"BRA","AUS",2020,"Cocoa",0,-0.0918092
"BRA","AUS",2020,"Coffee",21.3944336,21.3944336
"BRA","AUS",2020,"Corn",1.5406094,1.5406094
"BRA","AUS",2020,"Wheat",0.0271575,-0.1216516
"BRA","CAN",2020,"Cocoa",0.5803301,0.28922475
"BRA","CAN",2020,"Coffee",37.9358244,37.9358244
"BRA","CAN",2020,"Corn",0.0845815,0.0845815
"BRA","CAN",2020,"Rice",1.9938485,1.9938485
"BRA","CAN",2020,"Wheat",0.0633038,-85.6365662
"BRA","CHN",2020,"Cocoa",0.0427516,-0.7398154
"BRA","CHN",2020,"Coffee",0.7848655,0.7780041
"BRA","CHN",2020,"Corn",12.4189666,12.4189666
"BRA","CHN",2020,"Rice",0.0067037,0.0067037
"BRA","CHN",2020,"Soyabean",60598.953828,60598.785722
"BRA","CHN",2020,"Wheat",0.0228547,-0.8849618
"BRA","COL",2020,"Cocoa",1.4148361,1.3786333
"BRA","COL",2020,"Coffee",39.2384385,39.1785171
"BRA","COL",2020,"Corn",275.9572584,275.9572584
"BRA","COL",2020,"Palm Oil",0,-12.91698575
"BRA","COL",2020,"Soyabean",0.1048772,0.1048772
"BRA","COL",2020,"Wheat",0.8362346,0.6492299
"BRA","DEU",2020,"Cocoa",0.0069951,-1.9613597
"BRA","DEU",2020,"Coffee",438.227861,437.3902621
"BRA","DEU",2020,"Corn",0.0142263,-0.3511879
"BRA","DEU",2020,"Palm Oil",0.8069755,0.8069755
"BRA","DEU",2020,"Rice",0.0964467,0.0964467
"BRA","DEU",2020,"Soyabean",43.272952,43.272952
"BRA","DEU",2020,"Wheat",0.1386087,-2.9097597
"BRA","DNK",2020,"Cocoa",0.0017778,0.0017778
"BRA","DNK",2020,"Coffee",4.1423367,4.1423367
"BRA","DNK",2020,"Palm Oil",0,-3.333027
"BRA","DNK",2020,"Wheat",0,-0.2525869
"BRA","ETH",2020,"Cocoa",0.1023396,0.1023396
"BRA","ETH",2020,"Coffee",0.0073925,0.0073925
"BRA","ETH",2020,"Corn",0.666067,0.666067
"BRA","FIN",2020,"Coffee",24.7162712,24.7162712
"BRA","FIN",2020,"Corn",0.0020976,0.0020976
"BRA","FIN",2020,"Soyabean",0.1818386,0.1818386
"BRA","GBR",2020,"Cocoa",0.0659851,0.0147582
"BRA","GBR",2020,"Coffee",37.2214138,37.0317334
"BRA","GBR",2020,"Corn",112.6718178,112.6718178
"BRA","GBR",2020,"Rice",0.3218657,0.3218657
"BRA","GBR",2020,"Soyabean",649.782473,649.782473
"BRA","GBR",2020,"Wheat",0,-0.2589305
"BRA","GRC",2020,"Cocoa",0.0058527,0.0058527
"BRA","GRC",2020,"Coffee",31.7418558,31.7418558
"BRA","GRC",2020,"Rice",0.0299979,0.0299979
"BRA","GRC",2020,"Soyabean",106.170167,106.170167
"BRA","GRC",2020,"Wheat",0.0142532,-0.0731135
"BRA","IDN",2020,"Cocoa",0,-18.5040644
"BRA","IDN",2020,"Coffee",11.4016513,11.4016513
"BRA","IDN",2020,"Corn",189.4075998,189.4075998
"BRA","IDN",2020,"Palm Oil",0,-138.716961
"BRA","IDN",2020,"Wheat",65.999975,65.999975
"BRA","IND",2020,"Cocoa",0,-2.4761981
"BRA","IND",2020,"Coffee",3.1054922,3.1054922
"BRA","IND",2020,"Corn",3.1203022,3.0979327
"BRA","IND",2020,"Rice",0.0035735,-0.0658578
"BRA","IRL",2020,"Coffee",1.4465348,1.4465348
"BRA","IRL",2020,"Corn",25.424681,25.424681
"BRA","IRL",2020,"Soyabean",12.00928,12.00928
"BRA","IRL",2020,"Wheat",0.0038829,-2.8442291
"BRA","MEX",2020,"Cocoa",0.3219557,0.1578
"BRA","MEX",2020,"Coffee",58.6716873,57.5177593
"BRA","MEX",2020,"Corn",15.1644317,15.1644317
"BRA","MEX",2020,"Rice",77.1432476,77.1432476
"BRA","MEX",2020,"Soyabean",49.5316,49.5316
"BRA","MEX",2020,"Wheat",0.42579,0.00458649999999999
"BRA","NOR",2020,"Cocoa",0.0029638,0.0029638
"BRA","NOR",2020,"Coffee",14.137991,14.137991
"BRA","NOR",2020,"Corn",0.0199079,0.0199079
"BRA","NOR",2020,"Rice",0.0272855,0.0272855
"BRA","NOR",2020,"Soyabean",315.827231,315.827231
"BRA","NOR",2020,"Wheat",0.0049658,0.0049658
"BRA","NPL",2020,"Corn",2.180834,2.180834
"BRA","RUS",2020,"Cocoa",0.053534,0.053534
"BRA","RUS",2020,"Coffee",45.2382576,45.2382576
"BRA","RUS",2020,"Soyabean",1071.571513,1071.571513
"BRA","RUS",2020,"Wheat",0,-236.76182
"BRA","RWA",2020,"Coffee",0.0094692,0.0094692
"BRA","RWA",2020,"Corn",0.06265,0.06265
"BRA","R_ASP",2020,"Cocoa",1.3519869,-0.3602137
"BRA","R_ASP",2020,"Coffee",163.9892756,163.9739303
"BRA","R_ASP",2020,"Corn",12462.9839785,12462.9839785
"BRA","R_ASP",2020,"Palm Oil",0,-12.304383
"BRA","R_ASP",2020,"Rice",0.0974209,-4.3304109
"BRA","R_ASP",2020,"Soyabean",5106.6877164,5106.5000344
"BRA","R_ASP",2020,"Wheat",318.395615,318.0559487
"BRA","R_CSA",2020,"Cocoa",21.3579633,7.8882814
"BRA","R_CSA",2020,"Coffee",30.48588135,30.48588135
"BRA","R_CSA",2020,"Corn",1233.5718727,869.3572142
"BRA","R_CSA",2020,"Palm Oil",0.716831,-5.458093
"BRA","R_CSA",2020,"Rice",685.1266106,175.1701789
"BRA","R_CSA",2020,"Soyabean",5.0420014,-827.2167926
"BRA","R_CSA",2020,"Wheat",20.65707535,-362.38332955
"BRA","R_NEU",2020,"Cocoa",0.0090838,-2.1541723
"BRA","R_NEU",2020,"Coffee",23.5336305,21.689249
"BRA","R_NEU",2020,"Corn",10.9999875,10.9999875
"BRA","R_NEU",2020,"Palm Oil",13.176785,13.176785
"BRA","R_NEU",2020,"Rice",80.0652962,80.0652962
"BRA","R_NEU",2020,"Wheat",0.00162275,-0.01363905
"BRA","R_NMC",2020,"Cocoa",1.55434805,1.52212585
"BRA","R_NMC",2020,"Coffee",91.5755509,88.3977919
"BRA","R_NMC",2020,"Corn",10779.5796065,10779.5796065
"BRA","R_NMC",2020,"Rice",19.8676355,19.6439056
"BRA","R_NMC",2020,"Soyabean",3087.910743,3087.910743
"BRA","R_NMC",2020,"Wheat",183.4952976,183.4774334
"BRA","R_OEU",2020,"Cocoa",9.5286419,-5.07298035
"BRA","R_OEU",2020,"Coffee",597.142267,596.0480164
"BRA","R_OEU",2020,"Corn",1999.0538394,1998.520961
"BRA","R_OEU",2020,"Palm Oil",0.1450295,-0.2410225
"BRA","R_OEU",2020,"Rice",45.4301602,43.1937586
"BRA","R_OEU",2020,"Soyabean",7591.3750753,7591.3750753
"BRA","R_OEU",2020,"Wheat",0.62805755,-22.541108
"BRA","R_SSA",2020,"Cocoa",4.6745985,-19.3478229
"BRA","R_SSA",2020,"Coffee",3.3641157,3.3641157
"BRA","R_SSA",2020,"Corn",139.8553563,139.7549029
"BRA","R_SSA",2020,"Rice",505.5697338,505.5697338
"BRA","R_SSA",2020,"Soyabean",32.1410274,32.1410274
"BRA","R_SSA",2020,"Wheat",6.3856375,6.3856375
"BRA","SWE",2020,"Coffee",41.9602416,41.9602416
"BRA","SWE",2020,"Soyabean",0.1506698,0.1506698
"BRA","TUR",2020,"Cocoa",0.1501465,0.0193221
"BRA","TUR",2020,"Coffee",78.3353221,78.2842477
"BRA","TUR",2020,"Corn",285.071367,285.071367
"BRA","TUR",2020,"Rice",23.1308595,23.1308595
"BRA","TUR",2020,"Soyabean",134.290537,134.290537
"BRA","TUR",2020,"Wheat",0.0384689,-0.2747959
"BRA","USA",2020,"Cocoa",4.6141998,2.0351191
"BRA","USA",2020,"Coffee",391.3658248,391.2759432
"BRA","USA",2020,"Corn",96.8566273,95.6995698
"BRA","USA",2020,"Palm Oil",1.154204,-3.550349
"BRA","USA",2020,"Rice",68.4040429,-49.3283264
"BRA","USA",2020,"Soyabean",0.1780688,0.1293482
"BRA","USA",2020,"Wheat",4.3314786,-620.6102847
"CAN","ARG",2020,"Cocoa",0,-0.1447721
"CAN","ARG",2020,"Corn",0,-0.1404705
"CAN","ARG",2020,"Rice",0,-2.1909685
"CAN","ARG",2020,"Soyabean",0,-0.758749
"CAN","ARG",2020,"Wheat",0,-0.0939468
"CAN","AUS",2020,"Cocoa",0.3940781,-0.1990712
"CAN","AUS",2020,"Coffee",0.4091747,0.3543543
"CAN","AUS",2020,"Corn",0.0223684,0.0223684
"CAN","AUS",2020,"Rice",0,-0.9315779
"CAN","AUS",2020,"Soyabean",1.1280856,1.1280856
"CAN","AUS",2020,"Wheat",1.1035698,0.89386255
"CAN","BRA",2020,"Cocoa",0.29110535,-0.28922475
"CAN","BRA",2020,"Coffee",0,-37.9358244
"CAN","BRA",2020,"Corn",0,-0.0845815
"CAN","BRA",2020,"Rice",0,-1.9938485
"CAN","BRA",2020,"Wheat",85.69987,85.6365662
"CAN","CHN",2020,"Cocoa",0.4404615,-0.2627429
"CAN","CHN",2020,"Coffee",0.01062735,-0.10372515
"CAN","CHN",2020,"Corn",0.205123,-0.863204
"CAN","CHN",2020,"Palm Oil",0,-0.1639756
"CAN","CHN",2020,"Rice",0,-1.7073719
"CAN","CHN",2020,"Soyabean",448.6390752,442.4153138
"CAN","CHN",2020,"Wheat",1004.6721226,1002.3944863
"CAN","COL",2020,"Cocoa",0.0849183,-0.0606875
"CAN","COL",2020,"Coffee",0.042454,-51.4624624
"CAN","COL",2020,"Corn",0.0010363,-0.0908652
"CAN","COL",2020,"Palm Oil",0,-0.32481615
"CAN","COL",2020,"Soyabean",0.0386967,0.0386967
"CAN","COL",2020,"Wheat",1290.7943542,1290.6902002
"CAN","DEU",2020,"Cocoa",0,-14.2734619
"CAN","DEU",2020,"Coffee",0.0825414,-1.3063136
"CAN","DEU",2020,"Corn",0,-0.0167844
"CAN","DEU",2020,"Rice",0,-0.0438969
"CAN","DEU",2020,"Soyabean",64.244242,64.244242
"CAN","DEU",2020,"Wheat",110.1543475,108.9827685
"CAN","DNK",2020,"Cocoa",0,-0.047269
"CAN","DNK",2020,"Coffee",0,-0.0042769
"CAN","DNK",2020,"Corn",0.0038755,0.0038755
"CAN","DNK",2020,"Wheat",0.0265505,-0.4299604
"CAN","ETH",2020,"Coffee",0,-1.2787133
"CAN","ETH",2020,"Soyabean",0,-1.793163
"CAN","ETH",2020,"Wheat",6.200012,6.200012
"CAN","FIN",2020,"Cocoa",0.0004921,-0.0126612
"CAN","FIN",2020,"Soyabean",1.479656,1.479656
"CAN","FIN",2020,"Wheat",0.0075287,0.0075287
"CAN","GBR",2020,"Cocoa",0.2609551,-9.7576193
"CAN","GBR",2020,"Coffee",0.1950862,-0.1743565
"CAN","GBR",2020,"Corn",0.1566687,0.1007849
"CAN","GBR",2020,"Rice",0.5469228,0.4118766
"CAN","GBR",2020,"Soyabean",174.787433,174.787433
"CAN","GBR",2020,"Wheat",487.3545765,484.8926629
"CAN","GRC",2020,"Cocoa",0,-0.0504111
"CAN","GRC",2020,"Coffee",0,-0.0230439
"CAN","GRC",2020,"Soyabean",18.583832,18.583832
"CAN","GRC",2020,"Wheat",0.465498,-0.5908335
"CAN","IDN",2020,"Cocoa",0,-1.2438747
"CAN","IDN",2020,"Coffee",0,-3.3991609
"CAN","IDN",2020,"Palm Oil",0,-0.8569045
"CAN","IDN",2020,"Rice",0,-0.0123654
"CAN","IDN",2020,"Soyabean",42.312949,42.1390501
"CAN","IDN",2020,"Wheat",2264.6327198,2264.3593344
"CAN","IND",2020,"Cocoa",0.0132759,-0.0435677
"CAN","IND",2020,"Coffee",0.0198929,-0.95200095
"CAN","IND",2020,"Corn",0,-0.0817574
"CAN","IND",2020,"Rice",0.9292657,-28.6389322
"CAN","IND",2020,"Soyabean",0,-22.3415679
"CAN","IND",2020,"Wheat",1.300864,0.7991739
"CAN","IRL",2020,"Cocoa",0.0267456,-3.5353538
"CAN","IRL",2020,"Corn",325.5377958,325.5377958
"CAN","IRL",2020,"Soyabean",10.986501,10.986501
"CAN","IRL",2020,"Wheat",0.0270004,0.0270004
"CAN","MEX",2020,"Cocoa",23.738373,10.0206668
"CAN","MEX",2020,"Coffee",0.0067158,-4.5992907
"CAN","MEX",2020,"Corn",0,-0.03752505
"CAN","MEX",2020,"Rice",0,-0.0251444
"CAN","MEX",2020,"Soyabean",0,-0.0014403
"CAN","MEX",2020,"Wheat",732.3514855,724.202595
"CAN","NOR",2020,"Cocoa",0.0393416,-0.000533800000000001
"CAN","NOR",2020,"Soyabean",83.166234,83.166234
"CAN","NOR",2020,"Wheat",0.1064877,0.0844202
"CAN","NPL",2020,"Soyabean",12.276528,12.276528
"CAN","NPL",2020,"Wheat",1.184316,1.184316
"CAN","RUS",2020,"Cocoa",0,-0.3303836
"CAN","RUS",2020,"Rice",0,-0.0413668
"CAN","RUS",2020,"Soyabean",0.578301,0.578301
"CAN","RUS",2020,"Wheat",0,-0.049315
"CAN","RWA",2020,"Coffee",0,-0.3060436
"CAN","RWA",2020,"Wheat",1.006605,1.006605
"CAN","R_ASP",2020,"Cocoa",1.5369387,-0.354303
"CAN","R_ASP",2020,"Coffee",0.6527385,-7.2062199
"CAN","R_ASP",2020,"Corn",13.8724621,13.65303655
"CAN","R_ASP",2020,"Palm Oil",0,-21.6718366
"CAN","R_ASP",2020,"Rice",0.4238395,-169.7223568
"CAN","R_ASP",2020,"Soyabean",891.165454,889.5366159
"CAN","R_ASP",2020,"Wheat",4430.6786604,4421.7732517
"CAN","R_CSA",2020,"Cocoa",2.1123707,-6.66133675
"CAN","R_CSA",2020,"Coffee",0.0063184,-44.528132
"CAN","R_CSA",2020,"Corn",0.0819672,-0.01084855
"CAN","R_CSA",2020,"Palm Oil",0,-0.8005916
"CAN","R_CSA",2020,"Rice",0.1783732,-0.65452875
"CAN","R_CSA",2020,"Soyabean",13.3910625,13.3910625
"CAN","R_CSA",2020,"Wheat",3203.3708653,3201.7149651
"CAN","R_NEU",2020,"Cocoa",0.0122334,-12.1420814
"CAN","R_NEU",2020,"Coffee",0,-0.6838725
"CAN","R_NEU",2020,"Corn",0.3346875,0.3346875
"CAN","R_NEU",2020,"Rice",0,-0.0111493
"CAN","R_NEU",2020,"Soyabean",0.2703406,0.2703406
"CAN","R_NEU",2020,"Wheat",39.9313388,39.6865656
"CAN","R_NMC",2020,"Cocoa",0.6754343,0.0755747
"CAN","R_NMC",2020,"Coffee",0.1136839,-0.3124181
"CAN","R_NMC",2020,"Corn",0.6703721,0.30389
"CAN","R_NMC",2020,"Rice",0.0081187,-18.5137655
"CAN","R_NMC",2020,"Soyabean",512.3546512,512.3546512
"CAN","R_NMC",2020,"Wheat",1611.1787402,1609.73094965
"CAN","R_OEU",2020,"Cocoa",1.063011,-25.902366
"CAN","R_OEU",2020,"Coffee",0.29287295,-10.17082785
"CAN","R_OEU",2020,"Corn",196.0037151,179.5640123
"CAN","R_OEU",2020,"Palm Oil",0,-0.4983337
